Filename,Category,Kind,N_Features,N_Features_in_Policies_Complete,N_Features_in_Policies_Failed,N_Configurations,Z3_Policies_Evaluated,Z3_Alerts,AST_Alerts,Is_Match,T_Z3_ms,T_AST_ms,False_Positives_AST,False_Negatives_AST,Error_Mapping
resourcefieldref4.yaml,tiny,Pod,25,481,187,32,49,13,13,True,179462.72,191.39,[],[],
mongo-ms-statefulset.yaml,tiny,StatefulSet,40,424,176,4,26,7,7,True,98417.18,113.85,[],[],
cartservice28.yaml,tiny,Deployment,57,422,102,4,26,5,5,True,99443.22,96.52,[],[],
hello-deployment1.yaml,tiny,Deployment,40,422,176,1,26,7,7,True,98536.6,108.65,[],[],
networking.k8s.io.v1.Ingress26.yaml,Ingress,STRUCTURAL_UNSAT,,,,,,76,0,0,1,3879.13,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
resource418_62.yaml,tiny,CronJob,21,420,176,2,25,7,7,True,94745.15,114.98,[],[],
security-cxt-rmcap.yaml,tiny,Pod,14,481,162,2,49,12,12,True,179249.54,175.35,[],[],
13.nodeseclectors.yaml,tiny,Pod,10,481,190,1,49,14,14,True,178718.5,189.49,[],[],
postgres-deployment113.yaml,tiny,Deployment,28,422,178,16,26,8,8,True,98361.22,126.96,[],[],
pvc1095.yaml,tiny,PersistentVolumeClaim,10,7,3,1,2,1,1,True,13425.36,28.22,[],[],
power-job-role_3.yaml,tiny,ClusterRoleBinding,13,12,0,1,4,0,0,True,7330.59,29.78,[],[],
mysql-pv4.yaml,tiny,PersistentVolume,17,0,0,2,0,0,0,True,0.0,25.37,[],[],
storage-class78.yaml,tiny,StorageClass,10,3,3,1,1,1,1,True,9917.53,25.64,[],[],
dify-deployment_11.yaml,tiny,ServiceAccount,8,7,0,1,3,0,0,True,7317.8,28.96,[],[],
restrictedvolumes5153.yaml,tiny,Pod,31,481,136,1,49,11,11,True,179425.6,169.76,[],[],
jenkins_deployment_2.yaml,tiny,Service,15,13,4,1,6,2,2,True,27577.08,38.61,[],[],
seccompprofile_baseline1508.yaml,tiny,Pod,14,481,187,1,49,13,13,True,178871.73,198.35,[],[],
pod486.yaml,tiny,Pod,13,481,187,1,49,13,13,True,178738.39,180.91,[],[],
common6_40.yaml,tiny,RoleBinding,14,12,0,1,4,0,0,True,7026.61,29.75,[],[],
deployment7076.yaml,tiny,Pod,10,481,187,1,49,13,13,True,178912.84,178.16,[],[],
dmn.yaml,tiny,DaemonSet,19,423,176,2,26,7,7,True,98033.21,158.56,[],[],
mysql-deployment31_1.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13740.91,26.75,[],[],
mc11.yaml,tiny,Pod,14,481,187,12,49,13,13,True,178829.37,190.05,[],[],
auth_proxy_service214.yaml,tiny,Service,17,13,2,1,6,1,1,True,27746.14,39.13,[],[],
restrictedvolumes11646.yaml,tiny,Pod,22,481,187,1,49,13,13,True,178940.14,184.46,[],[],
web14.yaml,tiny,Service,15,13,4,1,6,2,2,True,27818.25,54.24,[],[],
mysql55.yaml,tiny,Service,11,13,2,1,6,1,1,True,27755.03,39.88,[],[],
customer-connection-secret.yaml,tiny,Secret,9,14,0,1,4,0,0,True,7337.54,30.55,[],[],
runasnonroot1550.yaml,tiny,Pod,13,481,187,1,49,13,13,True,178885.36,184.01,[],[],
2-haproxy-custom-path-b.yaml,tiny,Ingress,20,4,2,1,2,1,1,True,13446.88,39.44,[],[],
5-compactor-pvc2.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13751.87,27.6,[],[],
restrictedvolumes5407.yaml,tiny,Pod,25,481,187,1,49,13,13,True,178930.13,180.0,[],[],
multi-container-pod3.yaml,tiny,ReplicaSet,22,420,176,2,25,7,7,True,94601.94,121.06,[],[],
seccompprofile_baseline1263.yaml,tiny,Pod,29,481,136,1,49,11,11,True,179318.8,171.76,[],[],
pod.quote-001.yaml,tiny,Pod,18,481,185,4,49,12,12,True,179131.75,177.0,[],[],
00-assert5.yaml,tiny,Deployment,7,422,2,1,26,1,1,True,99502.47,68.87,[],[],
redis64.yaml,tiny,Pod,8,481,187,1,49,13,13,True,179123.7,180.65,[],[],
sysctls1415.yaml,tiny,Pod,15,481,187,5,49,13,13,True,178907.22,186.31,[],[],
role-config1_1.yaml,tiny,RoleBinding,14,12,0,1,4,0,0,True,7065.87,30.15,[],[],
sysctls01025.yaml,tiny,Pod,11,481,187,1,49,13,13,True,178974.44,180.18,[],[],
restrictedvolumes12352.yaml,tiny,Pod,18,481,187,1,49,13,13,True,179078.31,178.57,[],[],
ticket-mongo-depl1_1.yaml,tiny,Service,15,13,2,1,6,1,1,True,27764.07,42.26,[],[],
sample-app-deployment1.yaml,tiny,Deployment,29,422,178,2,26,8,8,True,97706.5,123.41,[],[],
hostports1276.yaml,tiny,Pod,14,481,213,1,49,15,15,True,179091.79,199.8,[],[],
apparmorprofile0206.yaml,tiny,Pod,29,481,136,1,49,11,11,True,180548.01,178.5,[],[],
selinuxoptions3257.yaml,tiny,Pod,19,481,187,1,49,13,13,True,179953.69,178.32,[],[],
ingress2645.yaml,tiny,Ingress,20,4,2,1,2,1,1,True,13792.35,36.1,[],[],
selinuxoptions01787.yaml,tiny,Pod,20,481,187,1,49,13,13,True,179671.01,182.54,[],[],
podcontroller-bad275_34.yaml,tiny,Deployment,25,422,178,2,26,8,8,True,98173.08,118.76,[],[],
bookinfo-dualstack3_7.yaml,tiny,ServiceAccount,7,7,0,1,3,0,0,True,7021.65,28.14,[],[],
hostnamespaces1256.yaml,tiny,Pod,18,481,191,1,49,14,14,True,179202.68,201.26,[],[],
restrictedvolumes1725.yaml,tiny,Pod,19,481,187,1,49,13,13,True,179431.57,185.57,[],[],
vaultwarden-cloudflare-tunnel.yaml,tiny,Deployment,34,422,178,48,26,8,8,True,97992.44,118.82,[],[],
redis68.yaml,tiny,Deployment,30,422,176,1,26,7,7,True,98359.05,114.52,[],[],
resource551_1.yaml,tiny,Deployment,22,422,176,1,26,7,7,True,98016.24,112.49,[],[],
resource793_36.yaml,tiny,Secret,8,14,0,2,4,0,0,True,7312.38,30.56,[],[],
windowshostprocess1768.yaml,tiny,Pod,22,481,195,1,49,15,15,True,178162.93,197.71,[],[],
pod-good8_1.yaml,tiny,Pod,9,481,187,1,49,13,13,True,178814.4,179.35,[],[],
hostports01549.yaml,tiny,Pod,17,481,187,1,49,13,13,True,178847.77,178.76,[],[],
runasuser138.yaml,tiny,Pod,28,481,136,1,49,11,11,True,179277.89,171.26,[],[],
resource574_34.yaml,tiny,Deployment,28,422,178,1,26,8,8,True,97324.67,119.53,[],[],
service1555.yaml,tiny,Service,16,13,2,1,6,1,1,True,28107.79,39.92,[],[],
hostports2171.yaml,tiny,Pod,23,481,213,4,49,15,15,True,178265.23,196.42,[],[],
Clutch-Identity-Deployment_1.yaml,tiny,Service,14,13,2,1,6,1,1,True,27836.71,42.08,[],[],
ollama-deployment.yaml,tiny,Deployment,45,422,178,1,26,8,8,True,97816.13,121.79,[],[],
persistent-volumes5_1.yaml,tiny,PersistentVolume,16,0,0,1,0,0,0,True,0.0,25.33,[],[],
pod-bad284_1.yaml,tiny,Pod,12,481,162,1,49,12,12,True,178843.99,175.44,[],[],
procmount1418.yaml,tiny,Pod,18,481,217,1,49,15,15,True,178533.05,197.11,[],[],
privileged0940.yaml,tiny,Pod,15,481,213,1,49,15,15,True,178168.39,197.14,[],[],
typha-deployment7.yaml,tiny,Deployment,61,422,195,22,26,10,10,True,97235.54,165.9,[],[],
allowprivilegeescalation196.yaml,tiny,Pod,17,481,213,1,49,15,15,True,178408.33,207.89,[],[],
deploy371_16.yaml,tiny,Job,45,420,50,150,25,2,2,True,96152.65,75.06,[],[],
prometheus-serviceAccount6.yaml,tiny,ServiceAccount,9,7,2,5,3,1,1,True,17231.55,31.12,[],[],
seccompprofile_restricted1130.yaml,tiny,Pod,20,481,187,1,49,13,13,True,178734.6,184.1,[],[],
resource763_45.yaml,tiny,CronJob,20,420,176,2,25,7,7,True,94304.29,119.62,[],[],
service3039.yaml,tiny,Service,16,13,4,1,6,2,2,True,27492.61,44.87,[],[],
resource776_58.yaml,tiny,CronJob,24,420,193,1,25,8,8,True,94310.93,185.8,[],[],
manifest364_5.yaml,tiny,Deployment,25,422,176,16,26,7,7,True,98128.82,126.38,[],[],
sa25_2.yaml,tiny,RoleBinding,13,12,0,1,4,0,0,True,7133.2,29.63,[],[],
hello18.yaml,tiny,Deployment,21,422,176,1,26,7,7,True,98170.76,108.68,[],[],
frontend168_1.yaml,tiny,Service,16,13,4,1,6,2,2,True,27522.88,51.71,[],[],
restrictedvolumes1086.yaml,tiny,Pod,17,481,187,1,49,13,13,True,178926.66,181.3,[],[],
selinuxoptions4415.yaml,tiny,Pod,14,481,187,1,49,13,13,True,178936.64,191.94,[],[],
resource140_57.yaml,tiny,CronJob,18,420,176,2,25,7,7,True,94545.84,111.34,[],[],
procmount01401.yaml,tiny,Pod,16,481,217,1,49,15,15,True,178497.77,198.15,[],[],
11-1-mysql.yaml,tiny,Service,17,13,4,1,6,2,2,True,27818.44,43.98,[],[],
pod-bad262_2.yaml,tiny,Pod,14,481,187,2,49,13,13,True,178837.12,188.35,[],[],
windowshostprocess1756.yaml,tiny,Pod,18,481,195,1,49,15,15,True,178262.71,194.19,[],[],
multi-resource-yaml33.yaml,tiny,Service,17,13,2,1,6,1,1,True,27756.39,44.49,[],[],
hostnamespaces0874.yaml,tiny,Pod,12,481,191,1,49,14,14,True,178542.2,187.02,[],[],
selinuxoptions1731.yaml,tiny,Pod,24,481,187,1,49,13,13,True,178778.39,181.77,[],[],
secret.sops149.yaml,Secret,STRUCTURAL_UNSAT,,,,,,14,0,0,5,2337.33,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
pods62.yaml,tiny,Pod,8,481,187,1,49,13,13,True,178752.93,186.43,[],[],
front-end-deployment2.yaml,tiny,Deployment,23,422,178,1,26,8,8,True,97775.56,120.64,[],[],
components24_4.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,7090.41,28.85,[],[],
resource308_31.yaml,tiny,Deployment,26,422,178,1,26,8,8,True,97938.33,153.98,[],[],
hostpathvolumes0265.yaml,tiny,Pod,15,481,187,2,49,13,13,True,178929.64,182.6,[],[],
install131_27.yaml,tiny,ClusterRoleBinding,16,12,0,3,4,0,0,True,7330.63,28.13,[],[],
pvc-sc.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13451.65,25.33,[],[],
service4637.yaml,tiny,Service,21,13,2,21,6,1,1,True,28083.81,41.9,[],[],
pod-bad158_8.yaml,tiny,Pod,15,481,213,1,49,15,15,True,178190.84,204.07,[],[],
brezyweather-service.yaml,tiny,Service,16,13,2,1,6,1,1,True,27900.28,40.76,[],[],
deployment6533.yaml,tiny,Deployment,35,422,176,12,26,7,7,True,98187.07,109.42,[],[],
secrets473_1.yaml,Secret,STRUCTURAL_UNSAT,,,,,,14,0,0,1,2325.39,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
demo-app-ing3.yaml,tiny,Ingress,20,4,2,1,2,1,1,True,13720.96,37.53,[],[],
resource618_50.yaml,tiny,CronJob,15,420,176,1,25,7,7,True,94411.28,108.06,[],[],
windowshostprocess1340.yaml,tiny,Pod,18,481,195,1,49,15,15,True,178179.05,197.53,[],[],
aks-store-quickstart_2.yaml,tiny,Service,15,13,2,2,6,1,1,True,27863.73,46.07,[],[],
init-container14.yaml,tiny,Pod,15,481,187,9,49,13,13,True,178851.47,197.54,[],[],
redis-deployment108.yaml,tiny,Deployment,28,422,178,1,26,8,8,True,97649.29,118.1,[],[],
bad-update2_6.yaml,tiny,Job,7,420,0,1,25,0,0,True,7050.75,54.08,[],[],
runasnonroot2163.yaml,tiny,Pod,15,481,187,1,49,13,13,True,178927.17,187.36,[],[],
privileged0581.yaml,tiny,Pod,15,481,187,1,49,13,13,True,178874.4,195.83,[],[],
mariadb-deployment4.yaml,tiny,Deployment,28,422,178,4,26,8,8,True,99058.23,124.58,[],[],
service5084.yaml,tiny,Service,18,13,2,6,6,1,1,True,28105.92,41.1,[],[],
sysctls1303.yaml,tiny,Pod,16,481,187,5,49,13,13,True,179239.78,183.5,[],[],
coredns_deployment3_4.yaml,tiny,Deployment,88,422,145,48,26,7,7,True,98330.77,130.7,[],[],
workloads25_1.yaml,tiny,Deployment,22,422,178,1,26,8,8,True,97651.82,120.68,[],[],
tickets-mongo-depl8_1.yaml,tiny,Service,15,13,2,1,6,1,1,True,27861.52,41.44,[],[],
service6257.yaml,tiny,Service,14,13,4,1,6,2,2,True,27495.29,39.92,[],[],
sleep-multiple.yaml,tiny,Pod,13,481,187,4,49,13,13,True,178986.64,183.69,[],[],
selinuxoptions11567.yaml,tiny,Pod,33,481,136,1,49,11,11,True,179483.79,171.2,[],[],
capabilities_baseline3507.yaml,tiny,Pod,15,481,204,1,49,14,14,True,178578.19,190.2,[],[],
restrictedvolumes0829.yaml,tiny,Pod,28,481,136,7,49,11,11,True,179404.58,170.63,[],[],
pod-with-preferred-node-affinity-multiple3.yaml,tiny,Pod,23,481,189,2,49,14,14,True,178323.57,186.58,[],[],
sa81.yaml,tiny,ServiceAccount,4,7,0,1,3,0,0,True,7327.03,26.54,[],[],
pod1101.yaml,tiny,Pod,16,481,187,2,49,13,13,True,178820.46,183.33,[],[],
ingress1443.yaml,Ingress,STRUCTURAL_UNSAT,,,,,,16,0,0,1,2350.65,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
pod537.yaml,tiny,Pod,11,481,187,1,49,13,13,True,178669.29,178.32,[],[],
ingress2611.yaml,tiny,Ingress,19,4,2,4,2,1,1,True,13570.32,43.85,[],[],
runasnonroot1174.yaml,tiny,Pod,13,481,187,1,49,13,13,True,178872.7,194.44,[],[],
allowprivilegeescalation237.yaml,tiny,Pod,25,481,136,1,49,11,11,True,179334.36,183.22,[],[],
frontend-service155.yaml,tiny,Service,16,13,4,1,6,2,2,True,27848.27,49.36,[],[],
hostports2834.yaml,tiny,Pod,19,481,213,4,49,15,15,True,178360.92,197.38,[],[],
mysql-db2_2.yaml,tiny,StatefulSet,54,424,176,8,26,7,7,True,97969.46,113.84,[],[],
busybox113.yaml,tiny,Pod,17,481,187,2,49,13,13,True,179357.93,179.32,[],[],
requests-pod1.yaml,tiny,Pod,13,481,187,6,49,13,13,True,178864.18,182.54,[],[],
resource159_12.yaml,tiny,Pod,8,481,187,2,49,13,13,True,178762.84,184.45,[],[],
deployment1450.yaml,tiny,Deployment,38,422,186,1,26,8,8,True,97846.4,120.1,[],[],
capabilities_baseline0224.yaml,tiny,Pod,15,481,230,1,49,15,15,True,178362.08,195.45,[],[],
probe.yaml,tiny,Pod,20,481,187,1,49,13,13,True,179098.61,193.27,[],[],
podcontroller-resources5_1.yaml,tiny,CronJob,17,420,176,2,25,7,7,True,94052.05,108.38,[],[],
fastapi-deployment9_1.yaml,tiny,Service,16,13,2,1,6,1,1,True,27985.62,38.81,[],[],
07-1.Label-dep1.yaml,tiny,Deployment,25,422,178,3,26,8,8,True,98021.25,147.77,[],[],
resource140_7.yaml,tiny,Pod,8,481,187,1,49,13,13,True,180180.07,183.87,[],[],
grafana-service36.yaml,tiny,Service,19,13,4,2,6,2,2,True,27465.09,42.82,[],[],
quota-deployment1.yaml,tiny,Deployment,24,422,178,3,26,8,8,True,97885.97,125.8,[],[],
grafana-serviceAccount5.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,7296.37,26.69,[],[],
base63.yaml,tiny,Pod,11,481,187,1,49,13,13,True,178930.05,194.76,[],[],
rbac392.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,7069.55,27.46,[],[],
runasnonroot395.yaml,tiny,Pod,18,481,187,1,49,13,13,True,178763.44,184.16,[],[],
apparmorprofile0672.yaml,tiny,Pod,14,481,187,1,49,13,13,True,178888.79,180.08,[],[],
ingress-controller37_7.yaml,tiny,RoleBinding,17,12,0,5,4,0,0,True,7022.68,27.62,[],[],
resource576_1.yaml,tiny,Pod,11,481,187,1,49,13,13,True,178711.7,187.73,[],[],
restrictedvolumes0636.yaml,tiny,Pod,17,481,204,1,49,14,14,True,178645.49,199.68,[],[],
daemonset-restarted.yaml,tiny,DaemonSet,58,423,176,1,26,7,7,True,98090.15,393.69,[],[],
service4952.yaml,tiny,Service,16,13,2,2,6,1,1,True,28000.42,43.98,[],[],
runasnonroot0760.yaml,tiny,Pod,19,481,187,1,49,13,13,True,181880.85,221.81,[],[],
restrictedvolumes14223.yaml,tiny,Pod,22,481,187,1,49,13,13,True,181508.64,179.24,[],[],
cluster-role-binding196.yaml,tiny,ClusterRoleBinding,16,12,0,3,4,0,0,True,7086.21,29.69,[],[],
pvc50.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13733.71,27.0,[],[],
04-mysql-clusterip-service30.yaml,tiny,Service,11,13,2,1,6,1,1,True,27934.39,42.26,[],[],
api-deployment65.yaml,tiny,Deployment,30,422,178,4,26,8,8,True,97608.95,129.53,[],[],
iscsi3.yaml,tiny,Pod,22,481,187,2,49,13,13,True,179095.76,259.92,[],[],
multi-container-pod15.yaml,tiny,Pod,10,481,187,4,49,13,13,True,178901.68,186.44,[],[],
capabilities_baseline0523.yaml,tiny,Pod,19,481,204,169,49,14,14,True,178413.73,194.53,[],[],
expanded-ingresses_6.yaml,tiny,Ingress,20,4,2,1,2,1,1,True,13739.7,35.83,[],[],
multi-resource-yaml-modify9.yaml,tiny,Service,17,13,2,2,6,1,1,True,27747.28,38.56,[],[],
podcontroller-good222_6.yaml,tiny,CronJob,17,420,176,2,25,7,7,True,94682.0,108.61,[],[],
deployment6386.yaml,Deployment,STRUCTURAL_UNSAT,,,,,,42,0,0,54,3700.92,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
1-elasticsearch_1.yaml,tiny,StatefulSet,62,424,201,162,26,8,8,True,97805.17,132.06,[],[],
cert-manager11_7.yaml,tiny,ServiceAccount,9,7,2,4,3,1,1,True,17420.55,35.35,[],[],
pod519.yaml,tiny,Pod,11,481,187,1,49,13,13,True,178951.28,181.67,[],[],
podcontrollers-bad38_2.yaml,tiny,CronJob,23,420,185,2,25,8,8,True,94068.68,115.12,[],[],
005-vote-app-manifest1_3.yaml,tiny,Deployment,31,422,178,1,26,8,8,True,97652.57,125.9,[],[],
allowprivilegeescalation0131.yaml,tiny,Pod,26,481,162,1,49,13,13,True,178639.9,186.31,[],[],
secret_sql_superuser.yaml,tiny,Secret,8,14,0,2,4,0,0,True,7004.02,29.3,[],[],
restrictedvolumes13239.yaml,tiny,Pod,30,481,136,1,49,11,11,True,179134.96,166.29,[],[],
degraded63.yaml,tiny,Service,13,13,2,3,6,1,1,True,28055.96,68.51,[],[],
dep6.yaml,tiny,Deployment,23,422,176,1,26,7,7,True,97729.04,109.88,[],[],
shopfront-service74_1.yaml,tiny,Deployment,28,422,178,1,26,8,8,True,97669.63,117.45,[],[],
windowshostprocess0704.yaml,tiny,Pod,20,481,200,1,49,15,15,True,178058.73,199.72,[],[],
podcontrollers14.yaml,tiny,Deployment,24,422,178,2,26,8,8,True,97498.81,130.9,[],[],
webapi-deployment1_1.yaml,tiny,Service,16,13,4,1,6,2,2,True,27800.58,50.35,[],[],
7_Kibana-deploy.yaml,tiny,Deployment,31,422,178,1,26,8,8,True,97675.88,123.83,[],[],
pod-apply.yaml,tiny,Pod,11,481,187,1,49,13,13,True,178260.23,177.75,[],[],
cert-manager-1.14.4_42.yaml,tiny,Deployment,66,422,102,2250,26,5,5,True,98564.77,98.77,[],[],
service_account216.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,7042.4,26.9,[],[],
spc-rs_3.yaml,tiny,Service,16,13,4,1,6,2,2,True,27408.79,38.09,[],[],
selinuxoptions0376.yaml,tiny,Pod,14,481,187,1,49,13,13,True,178525.55,187.2,[],[],
resource650.yaml,tiny,Pod,10,481,187,1,49,13,13,True,178466.43,180.1,[],[],
order-service-pvc.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13660.14,28.01,[],[],
seccompprofile_baseline0609.yaml,tiny,Pod,20,481,187,2,49,13,13,True,178366.81,187.06,[],[],
seccompprofile_baseline01141.yaml,tiny,Pod,14,481,187,1,49,13,13,True,178456.18,183.72,[],[],
service-example7_1.yaml,tiny,Pod,11,481,187,1,49,13,13,True,178363.89,184.27,[],[],
restrictedvolumes11249.yaml,tiny,Pod,25,481,187,1,49,13,13,True,178545.28,190.88,[],[],
phpmyadmin1_1.yaml,tiny,Service,14,13,2,1,6,1,1,True,27666.99,42.25,[],[],
result-deployment24.yaml,tiny,Deployment,25,422,178,8,26,8,8,True,97669.66,120.78,[],[],
kube-flannel6_3.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,7317.11,26.75,[],[],
podcontroller-good214_18.yaml,tiny,CronJob,19,420,201,2,25,8,8,True,93762.35,115.53,[],[],
pod-with-replicaset.yaml,tiny,ReplicaSet,22,420,176,1,25,7,7,True,93989.49,107.34,[],[],
rbac519_1.yaml,tiny,ClusterRoleBinding,13,12,0,1,4,0,0,True,7274.48,28.26,[],[],
windowshostprocess1527.yaml,tiny,Pod,18,481,195,1,49,15,15,True,177732.17,200.52,[],[],
restrictedvolumes7142.yaml,tiny,Pod,21,481,187,1,49,13,13,True,178539.39,189.3,[],[],
v1.7.1_4.yaml,tiny,Service,16,13,2,1,6,1,1,True,27911.27,41.36,[],[],
database67_1.yaml,tiny,Service,15,13,2,1,6,1,1,True,27747.65,55.04,[],[],
test-ecr-pull1.yaml,tiny,Pod,10,481,187,1,49,13,13,True,178294.26,183.65,[],[],
runasnonroot1863.yaml,tiny,Pod,17,481,162,1,49,12,12,True,178777.38,178.56,[],[],
chainsaw-step-03-apply-117.yaml,tiny,ClusterRoleBinding,13,12,4,1,4,1,1,True,20995.34,38.03,[],[],
service_account158.yaml,tiny,ServiceAccount,8,7,0,6,3,0,0,True,7017.88,28.0,[],[],
hostnamespaces2682.yaml,tiny,Pod,12,481,191,1,49,14,14,True,178302.49,189.92,[],[],
podcontroller3_1.yaml,tiny,CronJob,28,420,176,1,25,7,7,True,94249.51,112.07,[],[],
deployment71.yaml,tiny,Deployment,34,422,176,1,26,7,7,True,97795.7,110.96,[],[],
capabilities_baseline2114.yaml,tiny,Pod,15,481,204,1,49,14,14,True,178100.61,199.61,[],[],
deploy-bad13.yaml,tiny,Deployment,22,422,178,1,26,8,8,True,97482.84,128.82,[],[],
deployment-todos-backend3.yaml,tiny,Deployment,23,422,178,5,26,8,8,True,97132.27,120.86,[],[],
rb-good14.yaml,tiny,RoleBinding,13,12,0,1,4,0,0,True,7314.87,30.11,[],[],
pv217.yaml,tiny,PersistentVolume,17,0,0,1,0,0,0,True,0.0,25.21,[],[],
fluentd27_3.yaml,tiny,DaemonSet,43,423,185,32,26,8,8,True,97688.06,116.56,[],[],
rabbitmq-service6.yaml,tiny,Service,16,13,2,3,6,1,1,True,27681.54,46.22,[],[],
pod-bad102_3.yaml,tiny,Pod,10,481,187,2,49,13,13,True,178160.06,186.33,[],[],
pod-good6_1.yaml,tiny,Pod,10,481,187,1,49,13,13,True,178036.98,186.54,[],[],
capabilities_restricted278.yaml,tiny,Pod,26,481,162,1369,49,12,12,True,178613.28,171.7,[],[],
PersistentVolume65.yaml,tiny,PersistentVolume,12,0,0,1,0,0,0,True,0.01,25.82,[],[],
procmount1298.yaml,tiny,Pod,13,481,217,1,49,15,15,True,177830.85,196.17,[],[],
allowprivilegeescalation2309.yaml,tiny,Pod,15,481,187,1,49,13,13,True,178387.27,178.33,[],[],
runasnonroot3342.yaml,tiny,Pod,18,481,187,1,49,13,13,True,178158.32,183.02,[],[],
tshoot-deployment1_1.yaml,tiny,Service,15,13,2,1,6,1,1,True,28038.0,42.2,[],[],
secrets466_1.yaml,Secret,STRUCTURAL_UNSAT,,,,,,15,0,0,5,2344.0,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
resource591.yaml,tiny,Pod,11,481,187,1,49,13,13,True,178167.13,180.06,[],[],
pdb7.yaml,tiny,PodDisruptionBudget,14,2,2,1,1,1,1,True,10169.09,22.9,[],[],
batch.v1.Job.after_roundtrip5.yaml,Job,STRUCTURAL_UNSAT,,,,,,1254,0,0,1,32259.14,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
fastapi-ingress3.yaml,tiny,Ingress,21,4,2,6,2,1,1,True,13817.94,39.25,[],[],
cert-manager9_24.yaml,tiny,ClusterRoleBinding,16,12,0,5,4,0,0,True,7026.55,29.58,[],[],
8wp-secret-pass.yaml,tiny,Secret,11,14,0,1,4,0,0,True,7282.88,30.61,[],[],
deploy18.yaml,tiny,Deployment,43,422,178,32,26,8,8,True,97348.9,119.61,[],[],
hostports01433.yaml,tiny,Pod,24,481,187,1,49,13,13,True,178221.44,187.56,[],[],
windowshostprocess1367.yaml,tiny,Pod,22,481,195,1,49,15,15,True,177761.45,202.29,[],[],
manager_auth_proxy_patch130.yaml,tiny,Deployment,28,422,127,19,26,6,6,True,98176.21,102.15,[],[],
restrictedvolumes12204.yaml,tiny,Pod,31,481,136,1,49,11,11,True,178875.67,166.75,[],[],
grafana-deployment60.yaml,small,Deployment,64,422,102,10000,26,5,5,True,98206.43,99.4,[],[],
recommendationservice14_1.yaml,tiny,Service,15,13,2,1,6,1,1,True,27681.82,40.97,[],[],
restrictedvolumes2107.yaml,tiny,Pod,17,481,187,1,49,13,13,True,178542.48,185.57,[],[],
my-daemonset8.yaml,tiny,DaemonSet,20,423,176,4,26,7,7,True,97842.71,123.65,[],[],
selinuxoptions11502.yaml,tiny,Pod,14,481,187,1,49,13,13,True,178482.24,181.25,[],[],
stockmanager-service9.yaml,tiny,Service,18,13,4,1,6,2,2,True,27370.69,41.18,[],[],
restrictedvolumes415.yaml,tiny,Pod,32,481,136,1,49,11,11,True,179145.44,170.46,[],[],
caddy-ingress1_5.yaml,tiny,ClusterRoleBinding,14,12,0,1,4,0,0,True,7281.3,29.6,[],[],
exple.service1.yaml,tiny,Service,17,13,2,1,6,1,1,True,27714.92,39.11,[],[],
base732.yaml,tiny,Pod,13,481,187,1,49,13,13,True,178382.47,190.15,[],[],
resource-mutated27_2.yaml,tiny,Pod,12,481,187,3,49,13,13,True,178134.55,186.94,[],[],
pod-good187.yaml,tiny,Pod,8,481,187,4,49,13,13,True,178319.16,188.47,[],[],
pvc306.yaml,tiny,PersistentVolumeClaim,12,7,3,1,2,1,1,True,13669.48,26.02,[],[],
grafana-service68.yaml,tiny,Service,17,13,2,1,6,1,1,True,27793.47,45.12,[],[],
metrics-server91_5.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,7296.38,29.87,[],[],
pod-bad71.yaml,tiny,Pod,13,481,187,1,49,13,13,True,178106.19,187.1,[],[],
manual-sa_3.yaml,tiny,Service,27,13,4,3,6,2,2,True,27671.06,119.22,[],[],
serviceaccount-02.yaml,tiny,ServiceAccount,8,7,0,1,3,0,0,True,7006.09,26.73,[],[],
