Feature,Midle,Turned,Value
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_auditAnnotations_key,ValidatingAdmissionPolicySpec_auditAnnotations_key,key,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_auditAnnotations_valueExpression,ValidatingAdmissionPolicySpec_auditAnnotations_valueExpression,valueExpression,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_failurePolicy,ValidatingAdmissionPolicySpec_failurePolicy,failurePolicy,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_failurePolicy_Fail,ValidatingAdmissionPolicySpec_failurePolicy_Fail,Fail,Fail
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_failurePolicy_Ignore,ValidatingAdmissionPolicySpec_failurePolicy_Ignore,Ignore,Ignore
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_matchConditions,ValidatingAdmissionPolicySpec_matchConditions,matchConditions,-
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_matchConditions_expression,ValidatingAdmissionPolicySpec_matchConditions_expression,expression,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_matchConditions_name,ValidatingAdmissionPolicySpec_matchConditions_name,name,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_paramKind,ValidatingAdmissionPolicySpec_paramKind,paramKind,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_paramKind_apiVersion,ValidatingAdmissionPolicySpec_paramKind_apiVersion,apiVersion,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_paramKind_kind,ValidatingAdmissionPolicySpec_paramKind_kind,kind,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_validations,ValidatingAdmissionPolicySpec_validations,validations,-
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_validations_expression,ValidatingAdmissionPolicySpec_validations_expression,expression,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_validations_message,ValidatingAdmissionPolicySpec_validations_message,message,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_validations_messageExpression,ValidatingAdmissionPolicySpec_validations_messageExpression,messageExpression,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_validations_reason,ValidatingAdmissionPolicySpec_validations_reason,reason,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_validations_reason_Unauthorized,ValidatingAdmissionPolicySpec_validations_reason_Unauthorized,Unauthorized,Unauthorized
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_validations_reason_Forbidden,ValidatingAdmissionPolicySpec_validations_reason_Forbidden,Forbidden,Forbidden
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_validations_reason_Invalid,ValidatingAdmissionPolicySpec_validations_reason_Invalid,Invalid,Invalid
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_validations_reason_RequestEntityTooLarge,ValidatingAdmissionPolicySpec_validations_reason_RequestEntityTooLarge,RequestEntityTooLarge,RequestEntityTooLarge
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_variables,ValidatingAdmissionPolicySpec_variables,variables,-
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_variables_expression,ValidatingAdmissionPolicySpec_variables_expression,expression,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicySpec_variables_name,ValidatingAdmissionPolicySpec_variables_name,name,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus,ValidatingAdmissionPolicyStatus,ValidatingAdmissionPolicyStatus,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions,ValidatingAdmissionPolicyStatus_conditions,conditions,-
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions_lastTransitionTime,ValidatingAdmissionPolicyStatus_conditions_lastTransitionTime,lastTransitionTime,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions_lastTransitionTime_Time,ValidatingAdmissionPolicyStatus_conditions_lastTransitionTime_Time,Time,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions_message,ValidatingAdmissionPolicyStatus_conditions_message,message,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions_reason,ValidatingAdmissionPolicyStatus_conditions_reason,reason,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions_status,ValidatingAdmissionPolicyStatus_conditions_status,status,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions_status_Unknown,ValidatingAdmissionPolicyStatus_conditions_status_Unknown,Unknown,Unknown
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions_status_False,ValidatingAdmissionPolicyStatus_conditions_status_False,False,False
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions_status_True,ValidatingAdmissionPolicyStatus_conditions_status_True,True,True
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions_type,ValidatingAdmissionPolicyStatus_conditions_type,type,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_conditions_observedGeneration,ValidatingAdmissionPolicyStatus_conditions_observedGeneration,observedGeneration,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_observedGeneration,ValidatingAdmissionPolicyStatus_observedGeneration,observedGeneration,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_typeChecking,ValidatingAdmissionPolicyStatus_typeChecking,typeChecking,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_typeChecking_expressionWarnings,ValidatingAdmissionPolicyStatus_typeChecking_expressionWarnings,expressionWarnings,-
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_typeChecking_expressionWarnings_fieldRef,ValidatingAdmissionPolicyStatus_typeChecking_expressionWarnings_fieldRef,fieldRef,
io_k8s_api_admissionregistration_v1_ValidatingAdmissionPolicyStatus_typeChecking_expressionWarnings_warning,ValidatingAdmissionPolicyStatus_typeChecking_expressionWarnings_warning,warning,
io_k8s_api_admissionregistration_v1_ValidatingWebhook,ValidatingWebhook,ValidatingWebhook,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_admissionReviewVersions,ValidatingWebhook_admissionReviewVersions,admissionReviewVersions,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_admissionReviewVersions_StringValue,ValidatingWebhook_admissionReviewVersions_StringValue,StringValue,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_clientConfig,ValidatingWebhook_clientConfig,clientConfig,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_clientConfig_caBundle,ValidatingWebhook_clientConfig_caBundle,caBundle,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_clientConfig_service,ValidatingWebhook_clientConfig_service,service,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_clientConfig_service_name,ValidatingWebhook_clientConfig_service_name,name,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_clientConfig_service_namespace,ValidatingWebhook_clientConfig_service_namespace,namespace,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_clientConfig_service_path,ValidatingWebhook_clientConfig_service_path,path,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_clientConfig_service_port,ValidatingWebhook_clientConfig_service_port,port,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_clientConfig_url,ValidatingWebhook_clientConfig_url,url,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_clientConfig_url_nameStr,ValidatingWebhook_clientConfig_url_nameStr,nameStr,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_name,ValidatingWebhook_name,name,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_sideEffects,ValidatingWebhook_sideEffects,sideEffects,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_sideEffects_None,ValidatingWebhook_sideEffects_None,None,None
io_k8s_api_admissionregistration_v1_ValidatingWebhook_sideEffects_NoneOnDryRun,ValidatingWebhook_sideEffects_NoneOnDryRun,NoneOnDryRun,NoneOnDryRun
io_k8s_api_admissionregistration_v1_ValidatingWebhook_failurePolicy,ValidatingWebhook_failurePolicy,failurePolicy,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_failurePolicy_Fail,ValidatingWebhook_failurePolicy_Fail,Fail,Fail
io_k8s_api_admissionregistration_v1_ValidatingWebhook_failurePolicy_Ignore,ValidatingWebhook_failurePolicy_Ignore,Ignore,Ignore
io_k8s_api_admissionregistration_v1_ValidatingWebhook_matchConditions,ValidatingWebhook_matchConditions,matchConditions,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_matchConditions_expression,ValidatingWebhook_matchConditions_expression,expression,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_matchConditions_name,ValidatingWebhook_matchConditions_name,name,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_matchPolicy,ValidatingWebhook_matchPolicy,matchPolicy,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_matchPolicy_apps,ValidatingWebhook_matchPolicy_apps,apps,apps
io_k8s_api_admissionregistration_v1_ValidatingWebhook_matchPolicy_deployments,ValidatingWebhook_matchPolicy_deployments,deployments,deployments
io_k8s_api_admissionregistration_v1_ValidatingWebhook_matchPolicy_Equivalent,ValidatingWebhook_matchPolicy_Equivalent,Equivalent,Equivalent
io_k8s_api_admissionregistration_v1_ValidatingWebhook_matchPolicy_rules,ValidatingWebhook_matchPolicy_rules,rules,rules
io_k8s_api_admissionregistration_v1_ValidatingWebhook_matchPolicy_v1,ValidatingWebhook_matchPolicy_v1,v1,v1
io_k8s_api_admissionregistration_v1_ValidatingWebhook_matchPolicy_Exact,ValidatingWebhook_matchPolicy_Exact,Exact,Exact
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector,ValidatingWebhook_namespaceSelector,namespaceSelector,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchExpressions,ValidatingWebhook_namespaceSelector_matchExpressions,matchExpressions,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchExpressions_key,ValidatingWebhook_namespaceSelector_matchExpressions_key,key,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchExpressions_operator,ValidatingWebhook_namespaceSelector_matchExpressions_operator,operator,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchExpressions_operator_Exists,ValidatingWebhook_namespaceSelector_matchExpressions_operator_Exists,Exists,Exists
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchExpressions_operator_NotIn,ValidatingWebhook_namespaceSelector_matchExpressions_operator_NotIn,NotIn,NotIn
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchExpressions_operator_In,ValidatingWebhook_namespaceSelector_matchExpressions_operator_In,In,In
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchExpressions_operator_DoesNotExist,ValidatingWebhook_namespaceSelector_matchExpressions_operator_DoesNotExist,DoesNotExist,DoesNotExist
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchExpressions_values,ValidatingWebhook_namespaceSelector_matchExpressions_values,values,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchExpressions_values_StringValue,ValidatingWebhook_namespaceSelector_matchExpressions_values_StringValue,StringValue,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchLabels,ValidatingWebhook_namespaceSelector_matchLabels,matchLabels,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchLabels_KeyMap,ValidatingWebhook_namespaceSelector_matchLabels_KeyMap,KeyMap,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_namespaceSelector_matchLabels_ValueMap,ValidatingWebhook_namespaceSelector_matchLabels_ValueMap,ValueMap,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector,ValidatingWebhook_objectSelector,objectSelector,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchExpressions,ValidatingWebhook_objectSelector_matchExpressions,matchExpressions,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchExpressions_key,ValidatingWebhook_objectSelector_matchExpressions_key,key,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchExpressions_operator,ValidatingWebhook_objectSelector_matchExpressions_operator,operator,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchExpressions_operator_Exists,ValidatingWebhook_objectSelector_matchExpressions_operator_Exists,Exists,Exists
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchExpressions_operator_NotIn,ValidatingWebhook_objectSelector_matchExpressions_operator_NotIn,NotIn,NotIn
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchExpressions_operator_In,ValidatingWebhook_objectSelector_matchExpressions_operator_In,In,In
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchExpressions_operator_DoesNotExist,ValidatingWebhook_objectSelector_matchExpressions_operator_DoesNotExist,DoesNotExist,DoesNotExist
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchExpressions_values,ValidatingWebhook_objectSelector_matchExpressions_values,values,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchExpressions_values_StringValue,ValidatingWebhook_objectSelector_matchExpressions_values_StringValue,StringValue,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchLabels,ValidatingWebhook_objectSelector_matchLabels,matchLabels,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchLabels_KeyMap,ValidatingWebhook_objectSelector_matchLabels_KeyMap,KeyMap,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_objectSelector_matchLabels_ValueMap,ValidatingWebhook_objectSelector_matchLabels_ValueMap,ValueMap,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules,ValidatingWebhook_rules,rules,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_apiGroups,ValidatingWebhook_rules_apiGroups,apiGroups,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_apiGroups_StringValue,ValidatingWebhook_rules_apiGroups_StringValue,StringValue,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_apiVersions,ValidatingWebhook_rules_apiVersions,apiVersions,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_apiVersions_StringValue,ValidatingWebhook_rules_apiVersions_StringValue,StringValue,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_operations,ValidatingWebhook_rules_operations,operations,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_operations_StringValue,ValidatingWebhook_rules_operations_StringValue,StringValue,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_resources,ValidatingWebhook_rules_resources,resources,-
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_resources_StringValue,ValidatingWebhook_rules_resources_StringValue,StringValue,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_scope,ValidatingWebhook_rules_scope,scope,
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_scope_Cluster,ValidatingWebhook_rules_scope_Cluster,Cluster,Cluster
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_scope_Namespaced,ValidatingWebhook_rules_scope_Namespaced,Namespaced,Namespaced
io_k8s_api_admissionregistration_v1_ValidatingWebhook_rules_scope_estrella,ValidatingWebhook_rules_scope_estrella,estrella,estrella
io_k8s_api_admissionregistration_v1_ValidatingWebhook_timeoutSeconds,ValidatingWebhook_timeoutSeconds,timeoutSeconds,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration,ValidatingWebhookConfiguration,ValidatingWebhookConfiguration,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_apiVersion,ValidatingWebhookConfiguration_apiVersion,apiVersion,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_kind,ValidatingWebhookConfiguration_kind,kind,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata,ValidatingWebhookConfiguration_metadata,metadata,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_annotations,ValidatingWebhookConfiguration_metadata_annotations,annotations,-
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_annotations_KeyMap,ValidatingWebhookConfiguration_metadata_annotations_KeyMap,KeyMap,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_annotations_ValueMap,ValidatingWebhookConfiguration_metadata_annotations_ValueMap,ValueMap,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_creationTimestamp,ValidatingWebhookConfiguration_metadata_creationTimestamp,creationTimestamp,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_creationTimestamp_Time,ValidatingWebhookConfiguration_metadata_creationTimestamp_Time,Time,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_creationTimestamp_isNull,ValidatingWebhookConfiguration_metadata_creationTimestamp_isNull,isNull,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_deletionGracePeriodSeconds,ValidatingWebhookConfiguration_metadata_deletionGracePeriodSeconds,deletionGracePeriodSeconds,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_deletionTimestamp,ValidatingWebhookConfiguration_metadata_deletionTimestamp,deletionTimestamp,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_deletionTimestamp_Time,ValidatingWebhookConfiguration_metadata_deletionTimestamp_Time,Time,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_finalizers,ValidatingWebhookConfiguration_metadata_finalizers,finalizers,-
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_finalizers_StringValue,ValidatingWebhookConfiguration_metadata_finalizers_StringValue,StringValue,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_generateName,ValidatingWebhookConfiguration_metadata_generateName,generateName,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_generation,ValidatingWebhookConfiguration_metadata_generation,generation,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_labels,ValidatingWebhookConfiguration_metadata_labels,labels,-
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_labels_KeyMap,ValidatingWebhookConfiguration_metadata_labels_KeyMap,KeyMap,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_labels_ValueMap,ValidatingWebhookConfiguration_metadata_labels_ValueMap,ValueMap,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields,ValidatingWebhookConfiguration_metadata_managedFields,managedFields,-
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_apiVersion,ValidatingWebhookConfiguration_metadata_managedFields_apiVersion,apiVersion,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_fieldsType,ValidatingWebhookConfiguration_metadata_managedFields_fieldsType,fieldsType,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_fieldsV1,ValidatingWebhookConfiguration_metadata_managedFields_fieldsV1,fieldsV1,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_fieldsV1_FieldsV1,ValidatingWebhookConfiguration_metadata_managedFields_fieldsV1_FieldsV1,FieldsV1,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_fieldsV1_isEmpty02,ValidatingWebhookConfiguration_metadata_managedFields_fieldsV1_isEmpty02,isEmpty02,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_manager,ValidatingWebhookConfiguration_metadata_managedFields_manager,manager,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_operation,ValidatingWebhookConfiguration_metadata_managedFields_operation,operation,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_operation_Apply,ValidatingWebhookConfiguration_metadata_managedFields_operation_Apply,Apply,Apply
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_operation_Update,ValidatingWebhookConfiguration_metadata_managedFields_operation_Update,Update,Update
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_subresource,ValidatingWebhookConfiguration_metadata_managedFields_subresource,subresource,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_time,ValidatingWebhookConfiguration_metadata_managedFields_time,time,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_managedFields_time_Time,ValidatingWebhookConfiguration_metadata_managedFields_time_Time,Time,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_name,ValidatingWebhookConfiguration_metadata_name,name,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_namespace,ValidatingWebhookConfiguration_metadata_namespace,namespace,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_ownerReferences,ValidatingWebhookConfiguration_metadata_ownerReferences,ownerReferences,-
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_ownerReferences_apiVersion,ValidatingWebhookConfiguration_metadata_ownerReferences_apiVersion,apiVersion,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_ownerReferences_kind,ValidatingWebhookConfiguration_metadata_ownerReferences_kind,kind,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_ownerReferences_name,ValidatingWebhookConfiguration_metadata_ownerReferences_name,name,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_ownerReferences_uid,ValidatingWebhookConfiguration_metadata_ownerReferences_uid,uid,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_ownerReferences_blockOwnerDeletion,ValidatingWebhookConfiguration_metadata_ownerReferences_blockOwnerDeletion,blockOwnerDeletion,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_ownerReferences_controller,ValidatingWebhookConfiguration_metadata_ownerReferences_controller,controller,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_resourceVersion,ValidatingWebhookConfiguration_metadata_resourceVersion,resourceVersion,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_selfLink,ValidatingWebhookConfiguration_metadata_selfLink,selfLink,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_metadata_uid,ValidatingWebhookConfiguration_metadata_uid,uid,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks,ValidatingWebhookConfiguration_webhooks,webhooks,-
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_admissionReviewVersions,ValidatingWebhookConfiguration_webhooks_admissionReviewVersions,admissionReviewVersions,-
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_admissionReviewVersions_StringValue,ValidatingWebhookConfiguration_webhooks_admissionReviewVersions_StringValue,StringValue,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_clientConfig,ValidatingWebhookConfiguration_webhooks_clientConfig,clientConfig,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_clientConfig_caBundle,ValidatingWebhookConfiguration_webhooks_clientConfig_caBundle,caBundle,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_clientConfig_service,ValidatingWebhookConfiguration_webhooks_clientConfig_service,service,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_clientConfig_service_name,ValidatingWebhookConfiguration_webhooks_clientConfig_service_name,name,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_clientConfig_service_namespace,ValidatingWebhookConfiguration_webhooks_clientConfig_service_namespace,namespace,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_clientConfig_service_path,ValidatingWebhookConfiguration_webhooks_clientConfig_service_path,path,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_clientConfig_service_port,ValidatingWebhookConfiguration_webhooks_clientConfig_service_port,port,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_clientConfig_url,ValidatingWebhookConfiguration_webhooks_clientConfig_url,url,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_clientConfig_url_nameStr,ValidatingWebhookConfiguration_webhooks_clientConfig_url_nameStr,nameStr,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_name,ValidatingWebhookConfiguration_webhooks_name,name,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_sideEffects,ValidatingWebhookConfiguration_webhooks_sideEffects,sideEffects,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_sideEffects_None,ValidatingWebhookConfiguration_webhooks_sideEffects_None,None,None
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_sideEffects_NoneOnDryRun,ValidatingWebhookConfiguration_webhooks_sideEffects_NoneOnDryRun,NoneOnDryRun,NoneOnDryRun
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_failurePolicy,ValidatingWebhookConfiguration_webhooks_failurePolicy,failurePolicy,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_failurePolicy_Fail,ValidatingWebhookConfiguration_webhooks_failurePolicy_Fail,Fail,Fail
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_failurePolicy_Ignore,ValidatingWebhookConfiguration_webhooks_failurePolicy_Ignore,Ignore,Ignore
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_matchConditions,ValidatingWebhookConfiguration_webhooks_matchConditions,matchConditions,-
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_matchConditions_expression,ValidatingWebhookConfiguration_webhooks_matchConditions_expression,expression,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_matchConditions_name,ValidatingWebhookConfiguration_webhooks_matchConditions_name,name,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_matchPolicy,ValidatingWebhookConfiguration_webhooks_matchPolicy,matchPolicy,
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_matchPolicy_apps,ValidatingWebhookConfiguration_webhooks_matchPolicy_apps,apps,apps
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_matchPolicy_deployments,ValidatingWebhookConfiguration_webhooks_matchPolicy_deployments,deployments,deployments
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_matchPolicy_Equivalent,ValidatingWebhookConfiguration_webhooks_matchPolicy_Equivalent,Equivalent,Equivalent
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_matchPolicy_rules,ValidatingWebhookConfiguration_webhooks_matchPolicy_rules,rules,rules
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_matchPolicy_v1,ValidatingWebhookConfiguration_webhooks_matchPolicy_v1,v1,v1
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_matchPolicy_Exact,ValidatingWebhookConfiguration_webhooks_matchPolicy_Exact,Exact,Exact
io_k8s_api_admissionregistration_v1_ValidatingWebhookConfiguration_webhooks_namespaceSelector,ValidatingWebhookConfiguration_webhooks_namespaceSelector,namespaceSelector,
